Order Date,Order ID,Market,Category,Sales,Quantity,Profit
2013-01-02,CA-2013-154067,Koforidua,Office Supplies,105.52,4,48.5392
2013-01-02,ES-2013-3614757,Bawku,Office Supplies,22.11,1,3.96
2013-01-02,US-2013-140809,Koforidua,Office Supplies,56.45,5,14.677
2013-01-02,MX-2013-147522,Accra,Office Supplies,24.72,3,1.2
2013-01-02,ES-2013-3614757,Bawku,Office Supplies,17.1,3,7.11
2013-01-02,MX-2013-141537,Accra,Office Supplies,22.912,4,8.272
2013-01-02,MX-2013-141537,Accra,Office Supplies,19.936,2,-4.744
2013-01-03,NI-2013-2220,Takoradi,Office Supplies,648.576,4,-886.464
2013-01-03,MX-2013-129847,Accra,Technology,1270.17456,6,404.61456
2013-01-03,ES-2013-2514403,Bawku,Furniture,370.575,1,115.275
2013-01-03,IN-2013-46455,Kumasi,Technology,381.63,1,183.18
2013-01-03,IN-2013-81602,Kumasi,Furniture,642.96,2,10.68
2013-01-03,IN-2013-51775,Kumasi,Technology,360.0,3,133.2
2013-01-03,IN-2013-51775,Kumasi,Furniture,383.13,9,179.82
2013-01-03,ES-2013-4405513,Bawku,Technology,135.558,2,28.698
2013-01-03,ES-2013-3509742,Bawku,Office Supplies,325.26,6,74.7
2013-01-03,NI-2013-2220,Takoradi,Office Supplies,84.978,1,-189.792
2013-01-03,ES-2013-4405513,Bawku,Office Supplies,120.96,12,55.44
2013-01-03,CA-2013-111283,Koforidua,Office Supplies,111.104,7,8.3328
2013-01-03,NI-2013-2220,Takoradi,Technology,44.496,1,-37.104
2013-01-03,IR-2013-870,Takoradi,Office Supplies,97.8,2,2.88
2013-01-03,IT-2013-5386152,Bawku,Furniture,116.34,5,-157.11
2013-01-03,MX-2013-165085,Accra,Office Supplies,168.2,5,74.0
2013-01-03,IN-2013-81602,Kumasi,Office Supplies,53.64,2,-9.84
2013-01-03,ES-2013-3509742,Bawku,Office Supplies,61.74,3,28.98
2013-01-03,ES-2013-4405513,Bawku,Office Supplies,59.22,2,24.24
2013-01-03,IN-2013-81602,Kumasi,Office Supplies,36.972,2,4.272
2013-01-03,IN-2013-73286,Kumasi,Office Supplies,97.92,2,3.9
2013-01-03,MX-2013-139969,Accra,Technology,953.84848,4,45.84848
2013-01-03,MX-2013-129847,Accra,Office Supplies,32.44,1,10.7
2013-01-03,IN-2013-28227,Kumasi,Office Supplies,30.24,2,0.66
2013-01-03,NI-2013-2220,Takoradi,Office Supplies,9.306,2,-20.814
2013-01-04,IN-2013-53280,Kumasi,Technology,2672.517,5,676.167
2013-01-04,MX-2013-107440,Accra,Furniture,140.2,5,7.0
2013-01-04,IN-2013-42234,Kumasi,Technology,293.88,2,144.0
2013-01-04,ID-2013-72397,Kumasi,Furniture,375.4098,6,-36.0702
2013-01-04,MX-2013-139409,Accra,Technology,281.04,6,5.52
2013-01-04,US-2013-151827,Koforidua,Technology,280.782,3,-60.8361
2013-01-04,CA-2013-124100,Koforidua,Furniture,327.996,6,54.666
2013-01-04,IS-2013-220,Takoradi,Office Supplies,509.88,4,5.04
2013-01-04,MX-2013-107440,Accra,Technology,93.42,3,37.32
2013-01-04,IS-2013-220,Takoradi,Office Supplies,204.54,14,67.2
2013-01-04,GH-2013-6630,Takoradi,Office Supplies,54.66,2,2.16
2013-01-04,ID-2013-72397,Kumasi,Technology,130.2528,8,-12.3072
2013-01-04,US-2013-156846,Accra,Furniture,103.36,4,-3.92
2013-01-04,MX-2013-166534,Accra,Office Supplies,44.16,4,7.44
2013-01-04,ID-2013-72397,Kumasi,Office Supplies,63.5319,3,-5.2281
2013-01-04,US-2013-151827,Koforidua,Technology,31.984,2,1.1994
2013-01-04,NI-2013-3270,Takoradi,Technology,11.205,1,-25.425
2013-01-04,ID-2013-22753,Kumasi,Technology,20.8449,1,-1.9851
2013-01-04,NI-2013-3270,Takoradi,Technology,12.663,1,-21.957
2013-01-04,IN-2013-28164,Kumasi,Office Supplies,21.2106,2,0.3906
2013-01-04,NI-2013-3270,Takoradi,Office Supplies,4.203,1,-5.757
2013-01-04,NI-2013-3270,Takoradi,Office Supplies,1.845,1,-3.075
2013-01-05,ID-2013-31720,Kumasi,Furniture,1242.585,5,-140.715
2013-01-05,IN-2013-46252,Kumasi,Technology,3040.8,8,1155.36
2013-01-05,IN-2013-37761,Kumasi,Furniture,803.52,9,48.06
2013-01-05,US-2013-116771,Accra,Furniture,503.664,7,138.404
2013-01-05,IN-2013-46252,Kumasi,Technology,1236.96,4,24.72
2013-01-05,IT-2013-4891100,Bawku,Office Supplies,636.3,6,-152.82
2013-01-05,IT-2013-4891100,Bawku,Office Supplies,543.09,2,-130.35
2013-01-05,US-2013-116771,Accra,Office Supplies,145.536,6,-27.384
2013-01-05,ES-2013-4325997,Bawku,Office Supplies,205.8,10,96.6
2013-01-05,IN-2013-37761,Kumasi,Office Supplies,190.44,4,32.28
2013-01-05,CA-2013-2790,Bawku,Technology,81.69,1,4.89
2013-01-05,US-2013-116771,Accra,Office Supplies,66.624,4,13.264
2013-01-05,ID-2013-69114,Kumasi,Office Supplies,631.071,6,-23.949
2013-01-05,IN-2013-29410,Kumasi,Technology,333.6,2,19.98
2013-01-05,ID-2013-73993,Kumasi,Office Supplies,173.124,4,53.844
2013-01-05,CA-2013-2790,Bawku,Office Supplies,111.84,4,4.44
2013-01-05,US-2013-167220,Accra,Office Supplies,97.02,5,-4.88
2013-01-05,AG-2013-5570,Takoradi,Office Supplies,63.24,2,25.92
2013-01-05,ES-2013-4325997,Bawku,Office Supplies,163.62,3,78.48
2013-01-05,ID-2013-73993,Kumasi,Office Supplies,86.913,3,-4.887
2013-01-05,IN-2013-51152,Kumasi,Office Supplies,104.76,3,41.85
2013-01-05,AG-2013-5570,Takoradi,Office Supplies,48.6,1,20.88
2013-01-05,CA-2013-144792,Koforidua,Furniture,111.888,7,22.3776
2013-01-05,SA-2013-7950,Takoradi,Furniture,43.95,1,1.74
2013-01-05,IN-2013-46252,Kumasi,Office Supplies,117.0,5,22.2
2013-01-05,IN-2013-46252,Kumasi,Office Supplies,80.1,5,11.1
2013-01-05,IN-2013-46252,Kumasi,Office Supplies,89.94,2,42.24
2013-01-05,IZ-2013-3260,Takoradi,Office Supplies,51.84,1,7.77
2013-01-05,IN-2013-46252,Kumasi,Furniture,87.72,2,10.5
2013-01-05,IN-2013-75337,Kumasi,Office Supplies,31.14,2,11.16
2013-01-05,MX-2013-162096,Accra,Office Supplies,100.44,3,31.08
2013-01-05,IN-2013-75337,Kumasi,Furniture,31.74,2,8.88
2013-01-05,CA-2013-2160,Bawku,Office Supplies,15.12,1,5.43
2013-01-05,US-2013-120460,Koforidua,Furniture,22.608,3,-10.1736
2013-01-05,IN-2013-51152,Kumasi,Office Supplies,27.36,2,8.7
2013-01-05,IN-2013-46252,Kumasi,Office Supplies,44.55,5,1.2
2013-01-05,US-2013-167220,Accra,Office Supplies,32.448,2,-3.792
2013-01-05,ID-2013-69114,Kumasi,Office Supplies,23.2458,2,-10.5342
2013-01-05,ES-2013-2219658,Bawku,Office Supplies,25.11,3,9.27
2013-01-05,ID-2013-73993,Kumasi,Office Supplies,32.13,5,9.63
2013-01-05,CA-2013-154788,Koforidua,Office Supplies,7.712,2,2.7956
2013-01-06,MX-2013-101077,Accra,Technology,2375.296,7,-207.844
2013-01-06,US-2013-108854,Accra,Furniture,680.848,7,-59.612
2013-01-06,ES-2013-2229883,Bawku,Technology,737.586,6,147.366
2013-01-06,IN-2013-63745,Kumasi,Furniture,793.206,2,8.766
2013-01-06,SU-2013-4080,Takoradi,Technology,264.9,1,58.26
2013-01-06,MX-2013-134005,Accra,Furniture,825.216,3,-144.444
2013-01-06,EG-2013-5760,Takoradi,Office Supplies,102.72,2,19.5
2013-01-06,IN-2013-70283,Kumasi,Office Supplies,151.65,3,53.01
2013-01-06,MX-2013-101077,Accra,Office Supplies,126.208,8,-4.832
2013-01-06,US-2013-108854,Accra,Furniture,119.568,2,9.928
2013-01-06,SF-2013-2650,Takoradi,Technology,285.36,4,39.84
2013-01-06,EZ-2013-6730,Takoradi,Furniture,180.12,4,37.8
2013-01-06,CA-2013-150483,Koforidua,Furniture,191.079,3,-38.2158
2013-01-06,ES-2013-2229883,Bawku,Office Supplies,179.172,4,35.772
2013-01-06,US-2013-160542,Accra,Technology,80.952,2,-4.048
2013-01-06,CA-2013-168844,Koforidua,Technology,179.7,6,88.053
2013-01-06,ID-2013-49724,Kumasi,Technology,79.884,2,-31.956
2013-01-06,MX-2013-101077,Accra,Office Supplies,49.696,2,18.616
2013-01-06,US-2013-160542,Accra,Office Supplies,86.016,7,7.056
2013-01-06,ES-2013-2229883,Bawku,Office Supplies,55.458,2,11.058
2013-01-06,SU-2013-4080,Takoradi,Office Supplies,28.62,6,12.24
2013-01-06,IN-2013-70283,Kumasi,Office Supplies,46.26,3,11.07
2013-01-06,IT-2013-2413489,Bawku,Office Supplies,74.34,6,-56.52
2013-01-06,ES-2013-2229883,Bawku,Office Supplies,78.57,5,-6.18
2013-01-06,MX-2013-101077,Accra,Furniture,29.76,4,-15.52
2013-01-06,MX-2013-169061,Accra,Office Supplies,73.68,4,25.76
2013-01-06,IN-2013-70283,Kumasi,Office Supplies,30.96,2,4.32
2013-01-06,IT-2013-2413489,Bawku,Office Supplies,54.36,6,-32.76
2013-01-06,CA-2013-150483,Koforidua,Furniture,32.064,3,-12.8256
2013-01-06,US-2013-160542,Accra,Office Supplies,33.336,3,2.736
2013-01-06,US-2013-160542,Accra,Office Supplies,27.216,4,-9.984
2013-01-06,CA-2013-150483,Koforidua,Office Supplies,18.496,4,6.7048
2013-01-06,EG-2013-3220,Takoradi,Office Supplies,31.44,4,11.28
2013-01-06,MX-2013-166527,Accra,Office Supplies,22.32,2,1.76
2013-01-06,US-2013-160542,Accra,Office Supplies,15.732,3,-10.488
2013-01-06,CA-2013-150483,Koforidua,Office Supplies,10.368,2,3.6288
2013-01-06,ID-2013-49724,Kumasi,Office Supplies,24.93,5,-8.37
2013-01-06,US-2013-160542,Accra,Technology,32.736,2,-2.184
2013-01-06,MX-2013-134005,Accra,Office Supplies,19.24,2,7.68
2013-01-06,US-2013-160542,Accra,Office Supplies,20.52,5,3.02
2013-01-06,US-2013-113733,Accra,Office Supplies,22.608,3,-6.792
2013-01-06,MX-2013-101077,Accra,Office Supplies,6.912,1,1.452
2013-01-06,CA-2013-168844,Koforidua,Office Supplies,7.152,3,2.3244
2013-01-07,CA-2013-162355,Koforidua,Furniture,1266.86,7,291.3778
2013-01-07,IN-2013-63542,Kumasi,Office Supplies,688.95,5,55.05
2013-01-07,IN-2013-63542,Kumasi,Office Supplies,994.5,5,139.2
2013-01-07,UP-2013-8780,Takoradi,Office Supplies,182.76,4,29.16
2013-01-07,ES-2013-1030020,Bawku,Technology,963.9,5,231.3
2013-01-07,MX-2013-145821,Accra,Technology,669.21888,8,105.85888
2013-01-07,EG-2013-6390,Takoradi,Technology,1065.0,4,319.44
2013-01-07,MO-2013-2970,Takoradi,Office Supplies,513.48,4,220.68
2013-01-07,IN-2013-46091,Kumasi,Furniture,674.55,5,195.6
2013-01-07,EG-2013-6390,Takoradi,Office Supplies,410.7,10,201.0
2013-01-07,MX-2013-125290,Accra,Furniture,163.36,2,13.04
2013-01-07,EG-2013-6390,Takoradi,Office Supplies,309.39,1,151.59
2013-01-07,IN-2013-63542,Kumasi,Office Supplies,183.75,7,64.26
2013-01-07,MO-2013-2970,Takoradi,Technology,278.88,2,114.3
2013-01-07,ES-2013-1030020,Bawku,Office Supplies,255.45,5,73.95
2013-01-07,IN-2013-86803,Kumasi,Office Supplies,178.32,8,76.56
2013-01-07,IN-2013-86803,Kumasi,Office Supplies,52.86,2,12.12
2013-01-07,CA-2013-162355,Koforidua,Office Supplies,35.97,3,9.7119
2013-01-07,MX-2013-158421,Accra,Office Supplies,49.6,2,7.44
2013-01-07,MX-2013-133634,Accra,Office Supplies,61.6,2,22.76
2013-01-07,MX-2013-159191,Accra,Furniture,96.9,3,16.44
2013-01-07,MO-2013-2970,Takoradi,Technology,66.42,1,16.59
2013-01-07,UP-2013-8780,Takoradi,Office Supplies,16.74,2,6.18
2013-01-07,MX-2013-145821,Accra,Office Supplies,42.44,2,18.64
2013-01-07,NI-2013-3800,Takoradi,Technology,72.0,2,-153.6
2013-01-07,MX-2013-158421,Accra,Office Supplies,29.2,5,9.3
2013-01-07,IN-2013-86803,Kumasi,Office Supplies,40.2,4,18.0
2013-01-07,MX-2013-145821,Accra,Office Supplies,53.34,7,15.96
2013-01-07,IN-2013-46091,Kumasi,Office Supplies,17.1,3,4.23
2013-01-07,MX-2013-159191,Accra,Office Supplies,8.04,1,3.52
2013-01-07,MX-2013-133634,Accra,Office Supplies,16.48,2,2.28
2013-01-07,CA-2013-135594,Koforidua,Technology,50.12,7,-0.6265
2013-01-08,IN-2013-81112,Kumasi,Furniture,1512.0,6,498.96
2013-01-08,ES-2013-2003988,Bawku,Furniture,1850.445,5,184.995
2013-01-08,ES-2013-2386093,Bawku,Technology,1002.6,6,451.08
2013-01-08,ES-2013-2003988,Bawku,Office Supplies,450.66,14,170.94
2013-01-08,IN-2013-63829,Kumasi,Technology,863.31,7,301.98
2013-01-08,ES-2013-3221528,Bawku,Technology,643.977,2,166.617
2013-01-08,IN-2013-81112,Kumasi,Office Supplies,294.66,6,102.96
2013-01-08,IN-2013-81112,Kumasi,Furniture,366.84,4,21.96
2013-01-08,CA-2013-144148,Koforidua,Furniture,863.128,7,-32.3673
2013-01-08,ES-2013-2386093,Bawku,Furniture,441.9,3,30.87
2013-01-08,IN-2013-53476,Kumasi,Office Supplies,898.59,7,89.67
2013-01-08,IZ-2013-1740,Takoradi,Technology,240.12,2,40.8
2013-01-08,IN-2013-74595,Kumasi,Technology,568.62,3,45.45
2013-01-08,MX-2013-151022,Accra,Technology,350.85688,2,20.37688
2013-01-08,MX-2013-111472,Accra,Office Supplies,394.98,3,15.78
2013-01-08,IN-2013-63829,Kumasi,Office Supplies,367.71,7,44.1
2013-01-08,CA-2013-133550,Koforidua,Furniture,272.94,3,30.0234
2013-01-08,IZ-2013-1740,Takoradi,Technology,136.59,1,0.0
2013-01-08,CA-2013-133550,Koforidua,Technology,635.96,4,165.3496
2013-01-08,ES-2013-2386093,Bawku,Technology,388.92,7,58.17
2013-01-08,CA-2013-133550,Koforidua,Office Supplies,283.14,4,72.358
2013-01-08,IN-2013-16117,Kumasi,Office Supplies,264.384,3,23.454
2013-01-08,IN-2013-12218,Kumasi,Furniture,175.77,3,64.98
2013-01-08,IN-2013-63829,Kumasi,Furniture,509.22,9,239.22
2013-01-08,RS-2013-8390,Takoradi,Office Supplies,97.02,2,13.56
2013-01-08,ES-2013-2386093,Bawku,Office Supplies,57.3,5,14.85
2013-01-08,IR-2013-990,Takoradi,Furniture,123.93,1,61.95
2013-01-08,ES-2013-2519403,Bawku,Office Supplies,37.26,3,8.91
2013-01-08,ES-2013-2519403,Bawku,Office Supplies,67.86,2,7.44
2013-01-08,TU-2013-1420,Takoradi,Furniture,101.208,2,-45.552
2013-01-08,IN-2013-20912,Kumasi,Office Supplies,109.95,5,25.2
2013-01-08,US-2013-102596,Accra,Office Supplies,113.28,2,-73.64
2013-01-08,IR-2013-990,Takoradi,Office Supplies,98.46,2,39.36
2013-01-08,IZ-2013-1740,Takoradi,Office Supplies,49.77,1,13.92
2013-01-08,IN-2013-63829,Kumasi,Furniture,137.88,3,10.98
2013-01-08,TU-2013-1420,Takoradi,Furniture,115.728,2,-86.832
2013-01-08,CA-2013-133550,Koforidua,Technology,118.99,1,33.3172
2013-01-08,MX-2013-141852,Accra,Office Supplies,60.9,3,15.78
2013-01-08,US-2013-102596,Accra,Furniture,131.868,6,-241.812
2013-01-08,MX-2013-141852,Accra,Furniture,92.448,3,28.848
2013-01-08,IR-2013-990,Takoradi,Technology,73.2,1,3.66
2013-01-08,ES-2013-5160720,Bawku,Office Supplies,68.04,4,28.56
2013-01-08,IN-2013-63829,Kumasi,Office Supplies,52.2,2,18.78
2013-01-08,TU-2013-1420,Takoradi,Technology,98.052,1,-63.738
2013-01-08,IR-2013-990,Takoradi,Office Supplies,27.06,1,6.48
2013-01-08,ES-2013-2538836,Bawku,Office Supplies,32.58,3,5.85
2013-01-08,US-2013-102596,Accra,Office Supplies,41.58,3,6.18
2013-01-08,RS-2013-8390,Takoradi,Office Supplies,19.29,1,1.14
2013-01-08,TU-2013-1420,Takoradi,Office Supplies,7.8,1,-3.9
2013-01-08,US-2013-102596,Accra,Office Supplies,3.264,1,-0.436
2013-01-08,US-2013-102596,Accra,Office Supplies,16.74,5,-11.16
2013-01-08,IZ-2013-1740,Takoradi,Office Supplies,8.91,1,1.59
2013-01-09,IR-2013-2540,Takoradi,Furniture,143.16,1,5.7
2013-01-09,IR-2013-2540,Takoradi,Office Supplies,74.85,1,34.41
2013-01-09,IR-2013-2540,Takoradi,Office Supplies,50.22,1,21.09
2013-01-09,MX-2013-112620,Accra,Office Supplies,59.88,6,4.08
2013-01-09,IR-2013-2540,Takoradi,Office Supplies,13.23,1,4.23
2013-01-09,CA-2013-117408,Koforidua,Office Supplies,23.968,2,2.3968
2013-01-10,IN-2013-10965,Kumasi,Technology,1943.19,6,258.93
2013-01-10,IN-2013-65068,Kumasi,Furniture,404.73,3,117.36
2013-01-10,IN-2013-65068,Kumasi,Furniture,437.34,1,96.21
2013-01-10,RS-2013-2700,Takoradi,Technology,1065.96,4,266.4
2013-01-10,IN-2013-15732,Kumasi,Office Supplies,173.61,3,32.94
2013-01-10,RS-2013-2700,Takoradi,Furniture,934.86,2,65.4
2013-01-10,CA-2013-106243,Koforidua,Furniture,523.92,5,-26.196
2013-01-10,MX-2013-103863,Accra,Technology,333.66,3,3.3
2013-01-10,MX-2013-138219,Accra,Office Supplies,424.2,3,135.72
2013-01-10,MX-2013-161018,Accra,Office Supplies,102.96,4,25.68
2013-01-10,MX-2013-111038,Accra,Technology,139.44,4,44.56
2013-01-10,MX-2013-161018,Accra,Furniture,89.04,1,-22.26
2013-01-10,MX-2013-168627,Accra,Office Supplies,46.224,4,-27.776
2013-01-10,MX-2013-129049,Accra,Office Supplies,115.68,3,0.0
2013-01-10,MX-2013-111038,Accra,Office Supplies,66.4,2,9.28
2013-01-10,NG-2013-9300,Takoradi,Office Supplies,45.48,1,1.35
2013-01-10,IN-2013-66272,Kumasi,Office Supplies,84.24,3,28.98
2013-01-10,ES-2013-3567936,Bawku,Office Supplies,90.18,2,45.06
2013-01-10,RS-2013-2700,Takoradi,Office Supplies,41.28,1,4.95
2013-01-10,UP-2013-2900,Takoradi,Office Supplies,33.3,2,15.96
2013-01-10,UP-2013-2900,Takoradi,Office Supplies,29.34,6,7.02
2013-01-10,MX-2013-138219,Accra,Furniture,37.82,1,7.56
2013-01-10,IN-2013-52734,Kumasi,Office Supplies,67.92,4,10.08
2013-01-10,IN-2013-15732,Kumasi,Office Supplies,11.43,1,3.3
2013-01-10,MX-2013-168627,Accra,Office Supplies,14.76,3,2.16
2013-01-10,ES-2013-1912825,Bawku,Office Supplies,39.735,3,-31.005
2013-01-10,NG-2013-9300,Takoradi,Office Supplies,13.26,1,6.09
2013-01-10,IR-2013-2290,Takoradi,Technology,44.82,1,3.57
2013-01-10,NG-2013-9300,Takoradi,Office Supplies,9.51,1,0.75
2013-01-10,CA-2013-108644,Koforidua,Office Supplies,1.964,2,-3.2406
2013-01-11,IR-2013-2680,Takoradi,Technology,3029.28,8,1484.16
2013-01-11,ES-2013-1049729,Bawku,Office Supplies,758.484,4,126.324
2013-01-11,ID-2013-53833,Kumasi,Technology,887.976,8,246.456
2013-01-11,IN-2013-31083,Kumasi,Technology,568.269,6,87.309
2013-01-11,UP-2013-510,Takoradi,Technology,516.66,2,46.44
2013-01-11,CA-2013-146913,Koforidua,Furniture,1403.92,5,70.196
2013-01-11,ES-2013-1682342,Bawku,Furniture,551.61,5,165.36
2013-01-11,CA-2013-8360,Bawku,Furniture,735.48,6,271.98
2013-01-11,IN-2013-64095,Kumasi,Technology,763.92,4,381.96
2013-01-11,CA-2013-144218,Koforidua,Office Supplies,1085.42,7,282.2092
2013-01-11,IN-2013-31083,Kumasi,Technology,375.165,3,65.025
2013-01-11,ES-2013-2700779,Bawku,Furniture,990.15,7,475.23
2013-01-11,SA-2013-8270,Takoradi,Office Supplies,1122.6,4,67.32
2013-01-11,CA-2013-119165,Koforidua,Furniture,492.835,5,-14.081
2013-01-11,ID-2013-53833,Kumasi,Technology,665.145,13,-0.195
2013-01-11,MX-2013-115203,Accra,Office Supplies,87.84,3,34.2
2013-01-11,IN-2013-79306,Kumasi,Technology,551.1,5,49.5
2013-01-11,CA-2013-140130,Koforidua,Office Supplies,332.94,3,9.9882
2013-01-11,IT-2013-3468927,Bawku,Office Supplies,153.42,4,-52.26
2013-01-11,ID-2013-50487,Kumasi,Furniture,470.7624,4,135.3624
2013-01-11,ID-2013-57004,Kumasi,Furniture,660.288,2,-115.572
2013-01-11,US-2013-115756,Accra,Furniture,159.732,3,-101.208
2013-01-11,MX-2013-129735,Accra,Office Supplies,96.64,8,46.24
2013-01-11,IT-2013-3468927,Bawku,Office Supplies,75.195,3,-43.695
2013-01-11,ES-2013-5264926,Bawku,Technology,456.654,2,102.054
2013-01-11,CA-2013-140130,Koforidua,Furniture,368.97,3,81.1734
2013-01-11,ES-2013-2700779,Bawku,Furniture,293.52,2,85.08
2013-01-11,IN-2013-31083,Kumasi,Office Supplies,149.985,5,8.085
2013-01-11,IT-2013-3468927,Bawku,Office Supplies,77.445,3,-51.165
2013-01-11,US-2013-115756,Accra,Office Supplies,122.4,5,-24.5
2013-01-11,IR-2013-2680,Takoradi,Technology,146.52,2,21.96
2013-01-11,MX-2013-100468,Accra,Technology,191.85552,2,74.57552
2013-01-11,ES-2013-1989144,Bawku,Office Supplies,157.59,3,28.35
2013-01-11,MX-2013-125108,Accra,Furniture,94.02,3,12.18
2013-01-11,IT-2013-3526993,Bawku,Office Supplies,46.17,5,8.07
2013-01-11,MX-2013-116946,Accra,Office Supplies,55.52,4,27.76
2013-01-11,US-2013-128062,Accra,Office Supplies,42.384,3,-3.756
2013-01-11,ID-2013-64711,Kumasi,Office Supplies,69.39,3,3.42
2013-01-11,US-2013-115756,Accra,Office Supplies,42.384,4,-19.136
2013-01-11,IN-2013-58222,Kumasi,Technology,71.55,2,7.95
2013-01-11,ES-2013-3207937,Bawku,Office Supplies,87.03,3,9.54
2013-01-11,IR-2013-2680,Takoradi,Office Supplies,61.92,6,27.18
2013-01-11,MX-2013-130267,Accra,Furniture,54.64,2,24.56
2013-01-11,ES-2013-2985977,Bawku,Office Supplies,60.57,3,29.07
2013-01-11,IN-2013-58222,Kumasi,Office Supplies,69.876,4,12.396
2013-01-11,US-2013-115756,Accra,Office Supplies,29.04,5,-16.06
2013-01-11,SA-2013-8270,Takoradi,Office Supplies,34.29,1,13.35
2013-01-11,EG-2013-7040,Takoradi,Office Supplies,51.09,1,14.79
2013-01-11,ID-2013-53833,Kumasi,Office Supplies,42.12,2,4.2
2013-01-11,ES-2013-5080538,Bawku,Office Supplies,48.09,1,4.32
2013-01-11,ID-2013-64711,Kumasi,Office Supplies,63.936,2,5.316
2013-01-11,ES-2013-1989144,Bawku,Office Supplies,55.296,2,-1.284
2013-01-11,US-2013-142251,Koforidua,Office Supplies,32.064,6,11.2224
2013-01-11,IN-2013-58222,Kumasi,Office Supplies,46.98,3,19.26
2013-01-11,ID-2013-50487,Kumasi,Office Supplies,567.5208,11,116.0808
2013-01-11,IN-2013-15921,Kumasi,Office Supplies,21.84,4,0.0
2013-01-11,UP-2013-510,Takoradi,Office Supplies,26.88,2,9.9
2013-01-11,MX-2013-144400,Accra,Office Supplies,40.16,2,3.2
2013-01-11,IN-2013-31083,Kumasi,Office Supplies,23.6385,3,2.7585
2013-01-11,ES-2013-3207937,Bawku,Office Supplies,87.84,3,4.32
2013-01-11,ID-2013-50487,Kumasi,Office Supplies,32.7186,2,-3.5814
2013-01-11,ID-2013-53833,Kumasi,Office Supplies,77.436,3,22.356
2013-01-11,IR-2013-2680,Takoradi,Office Supplies,9.33,1,2.97
2013-01-11,MX-2013-108098,Accra,Office Supplies,45.4,2,15.88
2013-01-11,US-2013-115756,Accra,Office Supplies,15.912,3,-7.188
2013-01-11,ES-2013-2700779,Bawku,Office Supplies,30.3,2,5.1
2013-01-11,MX-2013-134593,Accra,Office Supplies,20.064,2,0.984
2013-01-11,ID-2013-57004,Kumasi,Office Supplies,29.28,2,-8.22
2013-01-11,CA-2013-140130,Koforidua,Office Supplies,21.96,2,6.1488
2013-01-11,ES-2013-2700779,Bawku,Office Supplies,52.44,4,3.6
2013-01-11,ES-2013-2700779,Bawku,Office Supplies,29.52,3,4.95
2013-01-11,ID-2013-53833,Kumasi,Office Supplies,43.578,3,18.378
